PA,[M-H]-,[M-T1Ketene]-,[M-T2Ketene]-,[M-T1RCOOH]-,[M-T2RCOOH]-,[GlyceroPA-CH3-H2O]-,[T1_RCOO]-,[T2_RCOO]-,[Glycerol-3-phosphate]-,[Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-
PA(17:1_18:4),679.43446,429.20479,421.23609,411.19423,403.22553,224.06881,267.23295,275.20165,171.00644,152.99586,96.96964,78.95852
PA(17:1_19:0),701.51276,451.28309,421.23609,433.27253,403.22553,224.06881,267.23295,297.27995,171.00644,152.99586,96.96964,78.95852
PA(17:1_20:0),715.52836,465.29869,421.23609,447.28813,403.22553,224.06881,267.23295,311.29555,171.00644,152.99586,96.96964,78.95852
PA(17:1_20:1),713.51276,463.28309,421.23609,445.27253,403.22553,224.06881,267.23295,309.27995,171.00644,152.99586,96.96964,78.95852
PA(17:1_20:2),711.49706,461.26739,421.23609,443.25683,403.22553,224.06881,267.23295,307.26425,171.00644,152.99586,96.96964,78.95852
PA(17:1_20:3),709.48146,459.25179,421.23609,441.24123,403.22553,224.06881,267.23295,305.24865,171.00644,152.99586,96.96964,78.95852
PA(17:1_20:4),707.46576,457.23609,421.23609,439.22553,403.22553,224.06881,267.23295,303.23295,171.00644,152.99586,96.96964,78.95852
PA(17:1_20:5),705.45016,455.22049,421.23609,437.20993,403.22553,224.06881,267.23295,301.21735,171.00644,152.99586,96.96964,78.95852
PA(17:1_21:0),729.54406,479.31439,421.23609,461.30383,403.22553,224.06881,267.23295,325.31125,171.00644,152.99586,96.96964,78.95852
PA(17:1_22:0),743.55966,493.32999,421.23609,475.31943,403.22553,224.06881,267.23295,339.32685,171.00644,152.99586,96.96964,78.95852
PA(17:1_22:1),741.54406,491.31439,421.23609,473.30383,403.22553,224.06881,267.23295,337.31125,171.00644,152.99586,96.96964,78.95852
PA(17:1_22:2),739.52836,489.29869,421.23609,471.28813,403.22553,224.06881,267.23295,335.29555,171.00644,152.99586,96.96964,78.95852
PA(17:1_22:3),737.51276,487.28309,421.23609,469.27253,403.22553,224.06881,267.23295,333.27995,171.00644,152.99586,96.96964,78.95852
PA(17:1_22:4),735.49706,485.26739,421.23609,467.25683,403.22553,224.06881,267.23295,331.26425,171.00644,152.99586,96.96964,78.95852
PA(17:1_22:5),733.48146,483.25179,421.23609,465.24123,403.22553,224.06881,267.23295,329.24865,171.00644,152.99586,96.96964,78.95852
PA(17:1_22:6),731.46576,481.23609,421.23609,463.22553,403.22553,224.06881,267.23295,327.23295,171.00644,152.99586,96.96964,78.95852
PA(17:1_23:0),757.57536,507.34569,421.23609,489.33513,403.22553,224.06881,267.23295,353.34255,171.00644,152.99586,96.96964,78.95852
PA(17:1_24:0),771.59096,521.36129,421.23609,503.35073,403.22553,224.06881,267.23295,367.35815,171.00644,152.99586,96.96964,78.95852
PA(17:1_24:1),769.57536,519.34569,421.23609,501.33513,403.22553,224.06881,267.23295,365.34255,171.00644,152.99586,96.96964,78.95852
PA(17:1_25:0),785.60666,535.37699,421.23609,517.36643,403.22553,224.06881,267.23295,381.37385,171.00644,152.99586,96.96964,78.95852
PA(17:1_26:0),799.62226,549.39259,421.23609,531.38203,403.22553,224.06881,267.23295,395.38945,171.00644,152.99586,96.96964,78.95852
PA(17:2_17:2),667.43456,419.22049,419.22049,401.20993,401.20993,224.06881,265.21735,265.21735,171.00644,152.99586,96.96964,78.95852
PA(17:2_18:0),685.48146,437.26739,419.22049,419.25683,401.20993,224.06881,265.21735,283.26425,171.00644,152.99586,96.96964,78.95852
PA(17:2_18:1),683.46586,435.25179,419.22049,417.24123,401.20993,224.06881,265.21735,281.24865,171.00644,152.99586,96.96964,78.95852
PA(17:2_18:2),681.45016,433.23609,419.22049,415.22553,401.20993,224.06881,265.21735,279.23295,171.00644,152.99586,96.96964,78.95852
PA(17:2_18:3),679.43456,431.22049,419.22049,413.20993,401.20993,224.06881,265.21735,277.21735,171.00644,152.99586,96.96964,78.95852
PA(17:2_18:4),677.41886,429.20479,419.22049,411.19423,401.20993,224.06881,265.21735,275.20165,171.00644,152.99586,96.96964,78.95852
PA(17:2_19:0),699.49716,451.28309,419.22049,433.27253,401.20993,224.06881,265.21735,297.27995,171.00644,152.99586,96.96964,78.95852
PA(17:2_20:0),713.51276,465.29869,419.22049,447.28813,401.20993,224.06881,265.21735,311.29555,171.00644,152.99586,96.96964,78.95852
PA(17:2_20:1),711.49716,463.28309,419.22049,445.27253,401.20993,224.06881,265.21735,309.27995,171.00644,152.99586,96.96964,78.95852
PA(17:2_20:2),709.48146,461.26739,419.22049,443.25683,401.20993,224.06881,265.21735,307.26425,171.00644,152.99586,96.96964,78.95852
PA(17:2_20:3),707.46586,459.25179,419.22049,441.24123,401.20993,224.06881,265.21735,305.24865,171.00644,152.99586,96.96964,78.95852
PA(17:2_20:4),705.45016,457.23609,419.22049,439.22553,401.20993,224.06881,265.21735,303.23295,171.00644,152.99586,96.96964,78.95852
PA(17:2_20:5),703.43456,455.22049,419.22049,437.20993,401.20993,224.06881,265.21735,301.21735,171.00644,152.99586,96.96964,78.95852
PA(17:2_21:0),727.52846,479.31439,419.22049,461.30383,401.20993,224.06881,265.21735,325.31125,171.00644,152.99586,96.96964,78.95852
PA(17:2_22:0),741.54406,493.32999,419.22049,475.31943,401.20993,224.06881,265.21735,339.32685,171.00644,152.99586,96.96964,78.95852
PA(17:2_22:1),739.52846,491.31439,419.22049,473.30383,401.20993,224.06881,265.21735,337.31125,171.00644,152.99586,96.96964,78.95852
PA(17:2_22:2),737.51276,489.29869,419.22049,471.28813,401.20993,224.06881,265.21735,335.29555,171.00644,152.99586,96.96964,78.95852
PA(17:2_22:3),735.49716,487.28309,419.22049,469.27253,401.20993,224.06881,265.21735,333.27995,171.00644,152.99586,96.96964,78.95852
PA(17:2_22:4),733.48146,485.26739,419.22049,467.25683,401.20993,224.06881,265.21735,331.26425,171.00644,152.99586,96.96964,78.95852
PA(17:2_22:5),731.46586,483.25179,419.22049,465.24123,401.20993,224.06881,265.21735,329.24865,171.00644,152.99586,96.96964,78.95852
PA(17:2_22:6),729.45016,481.23609,419.22049,463.22553,401.20993,224.06881,265.21735,327.23295,171.00644,152.99586,96.96964,78.95852
PA(17:2_23:0),755.55976,507.34569,419.22049,489.33513,401.20993,224.06881,265.21735,353.34255,171.00644,152.99586,96.96964,78.95852
PA(17:2_24:0),769.57536,521.36129,419.22049,503.35073,401.20993,224.06881,265.21735,367.35815,171.00644,152.99586,96.96964,78.95852
PA(17:2_24:1),767.55976,519.34569,419.22049,501.33513,401.20993,224.06881,265.21735,365.34255,171.00644,152.99586,96.96964,78.95852
PA(17:2_25:0),783.59106,535.37699,419.22049,517.36643,401.20993,224.06881,265.21735,381.37385,171.00644,152.99586,96.96964,78.95852
PA(17:2_26:0),797.60666,549.39259,419.22049,531.38203,401.20993,224.06881,265.21735,395.38945,171.00644,152.99586,96.96964,78.95852
PA(18:0_18:0),703.52836,437.26739,437.26739,419.25683,419.25683,224.06881,283.26425,283.26425,171.00644,152.99586,96.96964,78.95852
PA(18:0_18:1),701.51276,435.25179,437.26739,417.24123,419.25683,224.06881,283.26425,281.24865,171.00644,152.99586,96.96964,78.95852
PA(18:0_18:2),699.49706,433.23609,437.26739,415.22553,419.25683,224.06881,283.26425,279.23295,171.00644,152.99586,96.96964,78.95852
PA(18:0_18:3),697.48146,431.22049,437.26739,413.20993,419.25683,224.06881,283.26425,277.21735,171.00644,152.99586,96.96964,78.95852
PA(18:0_18:4),695.46576,429.20479,437.26739,411.19423,419.25683,224.06881,283.26425,275.20165,171.00644,152.99586,96.96964,78.95852
PA(18:0_19:0),717.54406,451.28309,437.26739,433.27253,419.25683,224.06881,283.26425,297.27995,171.00644,152.99586,96.96964,78.95852
PA(18:0_20:0),731.55966,465.29869,437.26739,447.28813,419.25683,224.06881,283.26425,311.29555,171.00644,152.99586,96.96964,78.95852
PA(18:0_20:1),729.54406,463.28309,437.26739,445.27253,419.25683,224.06881,283.26425,309.27995,171.00644,152.99586,96.96964,78.95852
PA(18:0_20:2),727.52836,461.26739,437.26739,443.25683,419.25683,224.06881,283.26425,307.26425,171.00644,152.99586,96.96964,78.95852
PA(18:0_20:3),725.51276,459.25179,437.26739,441.24123,419.25683,224.06881,283.26425,305.24865,171.00644,152.99586,96.96964,78.95852
PA(18:0_20:4),723.49706,457.23609,437.26739,439.22553,419.25683,224.06881,283.26425,303.23295,171.00644,152.99586,96.96964,78.95852
PA(18:0_20:5),721.48146,455.22049,437.26739,437.20993,419.25683,224.06881,283.26425,301.21735,171.00644,152.99586,96.96964,78.95852
PA(18:0_21:0),745.57536,479.31439,437.26739,461.30383,419.25683,224.06881,283.26425,325.31125,171.00644,152.99586,96.96964,78.95852
PA(18:0_22:0),759.59096,493.32999,437.26739,475.31943,419.25683,224.06881,283.26425,339.32685,171.00644,152.99586,96.96964,78.95852
PA(18:0_22:1),757.57536,491.31439,437.26739,473.30383,419.25683,224.06881,283.26425,337.31125,171.00644,152.99586,96.96964,78.95852
PA(18:0_22:2),755.55966,489.29869,437.26739,471.28813,419.25683,224.06881,283.26425,335.29555,171.00644,152.99586,96.96964,78.95852
PA(18:0_22:3),753.54406,487.28309,437.26739,469.27253,419.25683,224.06881,283.26425,333.27995,171.00644,152.99586,96.96964,78.95852
PA(18:0_22:4),751.52836,485.26739,437.26739,467.25683,419.25683,224.06881,283.26425,331.26425,171.00644,152.99586,96.96964,78.95852
PA(18:0_22:5),749.51276,483.25179,437.26739,465.24123,419.25683,224.06881,283.26425,329.24865,171.00644,152.99586,96.96964,78.95852
PA(18:0_22:6),747.49706,481.23609,437.26739,463.22553,419.25683,224.06881,283.26425,327.23295,171.00644,152.99586,96.96964,78.95852
PA(18:0_23:0),773.60666,507.34569,437.26739,489.33513,419.25683,224.06881,283.26425,353.34255,171.00644,152.99586,96.96964,78.95852
PA(18:0_24:0),787.62226,521.36129,437.26739,503.35073,419.25683,224.06881,283.26425,367.35815,171.00644,152.99586,96.96964,78.95852
PA(18:0_24:1),785.60666,519.34569,437.26739,501.33513,419.25683,224.06881,283.26425,365.34255,171.00644,152.99586,96.96964,78.95852
PA(18:0_25:0),801.63796,535.37699,437.26739,517.36643,419.25683,224.06881,283.26425,381.37385,171.00644,152.99586,96.96964,78.95852
PA(18:0_26:0),815.65356,549.39259,437.26739,531.38203,419.25683,224.06881,283.26425,395.38945,171.00644,152.99586,96.96964,78.95852
PA(18:1_18:1),699.49716,435.25179,435.25179,417.24123,417.24123,224.06881,281.24865,281.24865,171.00644,152.99586,96.96964,78.95852
PA(18:1_18:2),697.48146,433.23609,435.25179,415.22553,417.24123,224.06881,281.24865,279.23295,171.00644,152.99586,96.96964,78.95852
PA(18:1_18:3),695.46586,431.22049,435.25179,413.20993,417.24123,224.06881,281.24865,277.21735,171.00644,152.99586,96.96964,78.95852
PA(18:1_18:4),693.45016,429.20479,435.25179,411.19423,417.24123,224.06881,281.24865,275.20165,171.00644,152.99586,96.96964,78.95852
PA(18:1_19:0),715.52846,451.28309,435.25179,433.27253,417.24123,224.06881,281.24865,297.27995,171.00644,152.99586,96.96964,78.95852
PA(18:1_20:0),729.54406,465.29869,435.25179,447.28813,417.24123,224.06881,281.24865,311.29555,171.00644,152.99586,96.96964,78.95852
PA(18:1_20:1),727.52846,463.28309,435.25179,445.27253,417.24123,224.06881,281.24865,309.27995,171.00644,152.99586,96.96964,78.95852
PA(18:1_20:2),725.51276,461.26739,435.25179,443.25683,417.24123,224.06881,281.24865,307.26425,171.00644,152.99586,96.96964,78.95852
PA(18:1_20:3),723.49716,459.25179,435.25179,441.24123,417.24123,224.06881,281.24865,305.24865,171.00644,152.99586,96.96964,78.95852
PA(18:1_20:4),721.48146,457.23609,435.25179,439.22553,417.24123,224.06881,281.24865,303.23295,171.00644,152.99586,96.96964,78.95852
PA(18:1_20:5),719.46586,455.22049,435.25179,437.20993,417.24123,224.06881,281.24865,301.21735,171.00644,152.99586,96.96964,78.95852
PA(18:1_21:0),743.55976,479.31439,435.25179,461.30383,417.24123,224.06881,281.24865,325.31125,171.00644,152.99586,96.96964,78.95852
PA(18:1_22:0),757.57536,493.32999,435.25179,475.31943,417.24123,224.06881,281.24865,339.32685,171.00644,152.99586,96.96964,78.95852
PA(18:1_22:1),755.55976,491.31439,435.25179,473.30383,417.24123,224.06881,281.24865,337.31125,171.00644,152.99586,96.96964,78.95852
PA(18:1_22:2),753.54406,489.29869,435.25179,471.28813,417.24123,224.06881,281.24865,335.29555,171.00644,152.99586,96.96964,78.95852
PA(18:1_22:3),751.52846,487.28309,435.25179,469.27253,417.24123,224.06881,281.24865,333.27995,171.00644,152.99586,96.96964,78.95852
PA(18:1_22:4),749.51276,485.26739,435.25179,467.25683,417.24123,224.06881,281.24865,331.26425,171.00644,152.99586,96.96964,78.95852
PA(18:1_22:5),747.49716,483.25179,435.25179,465.24123,417.24123,224.06881,281.24865,329.24865,171.00644,152.99586,96.96964,78.95852
PA(18:1_22:6),745.48146,481.23609,435.25179,463.22553,417.24123,224.06881,281.24865,327.23295,171.00644,152.99586,96.96964,78.95852
PA(18:1_23:0),771.59106,507.34569,435.25179,489.33513,417.24123,224.06881,281.24865,353.34255,171.00644,152.99586,96.96964,78.95852
PA(18:1_24:0),785.60666,521.36129,435.25179,503.35073,417.24123,224.06881,281.24865,367.35815,171.00644,152.99586,96.96964,78.95852
PA(18:1_24:1),783.59106,519.34569,435.25179,501.33513,417.24123,224.06881,281.24865,365.34255,171.00644,152.99586,96.96964,78.95852
PA(18:1_25:0),799.62236,535.37699,435.25179,517.36643,417.24123,224.06881,281.24865,381.37385,171.00644,152.99586,96.96964,78.95852
PA(18:1_26:0),813.63796,549.39259,435.25179,531.38203,417.24123,224.06881,281.24865,395.38945,171.00644,152.99586,96.96964,78.95852
PA(18:2_18:2),695.46576,433.23609,433.23609,415.22553,415.22553,224.06881,279.23295,279.23295,171.00644,152.99586,96.96964,78.95852
PA(18:2_18:3),693.45016,431.22049,433.23609,413.20993,415.22553,224.06881,279.23295,277.21735,171.00644,152.99586,96.96964,78.95852
PA(18:2_18:4),691.43446,429.20479,433.23609,411.19423,415.22553,224.06881,279.23295,275.20165,171.00644,152.99586,96.96964,78.95852
PA(18:2_19:0),713.51276,451.28309,433.23609,433.27253,415.22553,224.06881,279.23295,297.27995,171.00644,152.99586,96.96964,78.95852
PA(18:2_20:0),727.52836,465.29869,433.23609,447.28813,415.22553,224.06881,279.23295,311.29555,171.00644,152.99586,96.96964,78.95852
PA(18:2_20:1),725.51276,463.28309,433.23609,445.27253,415.22553,224.06881,279.23295,309.27995,171.00644,152.99586,96.96964,78.95852
PA(18:2_20:2),723.49706,461.26739,433.23609,443.25683,415.22553,224.06881,279.23295,307.26425,171.00644,152.99586,96.96964,78.95852
PA(18:2_20:3),721.48146,459.25179,433.23609,441.24123,415.22553,224.06881,279.23295,305.24865,171.00644,152.99586,96.96964,78.95852
PA(18:2_20:4),719.46576,457.23609,433.23609,439.22553,415.22553,224.06881,279.23295,303.23295,171.00644,152.99586,96.96964,78.95852
PA(18:2_20:5),717.45016,455.22049,433.23609,437.20993,415.22553,224.06881,279.23295,301.21735,171.00644,152.99586,96.96964,78.95852
PA(18:2_21:0),741.54406,479.31439,433.23609,461.30383,415.22553,224.06881,279.23295,325.31125,171.00644,152.99586,96.96964,78.95852
PA(18:2_22:0),755.55966,493.32999,433.23609,475.31943,415.22553,224.06881,279.23295,339.32685,171.00644,152.99586,96.96964,78.95852
PA(18:2_22:1),753.54406,491.31439,433.23609,473.30383,415.22553,224.06881,279.23295,337.31125,171.00644,152.99586,96.96964,78.95852
PA(18:2_22:2),751.52836,489.29869,433.23609,471.28813,415.22553,224.06881,279.23295,335.29555,171.00644,152.99586,96.96964,78.95852
PA(18:2_22:3),749.51276,487.28309,433.23609,469.27253,415.22553,224.06881,279.23295,333.27995,171.00644,152.99586,96.96964,78.95852
PA(18:2_22:4),747.49706,485.26739,433.23609,467.25683,415.22553,224.06881,279.23295,331.26425,171.00644,152.99586,96.96964,78.95852
PA(18:2_22:5),745.48146,483.25179,433.23609,465.24123,415.22553,224.06881,279.23295,329.24865,171.00644,152.99586,96.96964,78.95852
PA(18:2_22:6),743.46576,481.23609,433.23609,463.22553,415.22553,224.06881,279.23295,327.23295,171.00644,152.99586,96.96964,78.95852
PA(18:2_23:0),769.57536,507.34569,433.23609,489.33513,415.22553,224.06881,279.23295,353.34255,171.00644,152.99586,96.96964,78.95852
PA(18:2_24:0),783.59096,521.36129,433.23609,503.35073,415.22553,224.06881,279.23295,367.35815,171.00644,152.99586,96.96964,78.95852
PA(18:2_24:1),781.57536,519.34569,433.23609,501.33513,415.22553,224.06881,279.23295,365.34255,171.00644,152.99586,96.96964,78.95852
PA(18:2_25:0),797.60666,535.37699,433.23609,517.36643,415.22553,224.06881,279.23295,381.37385,171.00644,152.99586,96.96964,78.95852
PA(18:2_26:0),811.62226,549.39259,433.23609,531.38203,415.22553,224.06881,279.23295,395.38945,171.00644,152.99586,96.96964,78.95852
PA(18:3_18:3),691.43456,431.22049,431.22049,413.20993,413.20993,224.06881,277.21735,277.21735,171.00644,152.99586,96.96964,78.95852
PA(18:3_18:4),689.41886,429.20479,431.22049,411.19423,413.20993,224.06881,277.21735,275.20165,171.00644,152.99586,96.96964,78.95852
PA(18:3_19:0),711.49716,451.28309,431.22049,433.27253,413.20993,224.06881,277.21735,297.27995,171.00644,152.99586,96.96964,78.95852
PA(18:3_20:0),725.51276,465.29869,431.22049,447.28813,413.20993,224.06881,277.21735,311.29555,171.00644,152.99586,96.96964,78.95852
PA(18:3_20:1),723.49716,463.28309,431.22049,445.27253,413.20993,224.06881,277.21735,309.27995,171.00644,152.99586,96.96964,78.95852
PA(18:3_20:2),721.48146,461.26739,431.22049,443.25683,413.20993,224.06881,277.21735,307.26425,171.00644,152.99586,96.96964,78.95852
PA(18:3_20:3),719.46586,459.25179,431.22049,441.24123,413.20993,224.06881,277.21735,305.24865,171.00644,152.99586,96.96964,78.95852
PA(18:3_20:4),717.45016,457.23609,431.22049,439.22553,413.20993,224.06881,277.21735,303.23295,171.00644,152.99586,96.96964,78.95852
PA(18:3_20:5),715.43456,455.22049,431.22049,437.20993,413.20993,224.06881,277.21735,301.21735,171.00644,152.99586,96.96964,78.95852
PA(18:3_21:0),739.52846,479.31439,431.22049,461.30383,413.20993,224.06881,277.21735,325.31125,171.00644,152.99586,96.96964,78.95852
PA(18:3_22:0),753.54406,493.32999,431.22049,475.31943,413.20993,224.06881,277.21735,339.32685,171.00644,152.99586,96.96964,78.95852
PA(18:3_22:1),751.52846,491.31439,431.22049,473.30383,413.20993,224.06881,277.21735,337.31125,171.00644,152.99586,96.96964,78.95852
PA(18:3_22:2),749.51276,489.29869,431.22049,471.28813,413.20993,224.06881,277.21735,335.29555,171.00644,152.99586,96.96964,78.95852
PA(18:3_22:3),747.49716,487.28309,431.22049,469.27253,413.20993,224.06881,277.21735,333.27995,171.00644,152.99586,96.96964,78.95852
PA(18:3_22:4),745.48146,485.26739,431.22049,467.25683,413.20993,224.06881,277.21735,331.26425,171.00644,152.99586,96.96964,78.95852
PA(18:3_22:5),743.46586,483.25179,431.22049,465.24123,413.20993,224.06881,277.21735,329.24865,171.00644,152.99586,96.96964,78.95852
PA(18:3_22:6),741.45016,481.23609,431.22049,463.22553,413.20993,224.06881,277.21735,327.23295,171.00644,152.99586,96.96964,78.95852
PA(18:3_23:0),767.55976,507.34569,431.22049,489.33513,413.20993,224.06881,277.21735,353.34255,171.00644,152.99586,96.96964,78.95852
PA(18:3_24:0),781.57536,521.36129,431.22049,503.35073,413.20993,224.06881,277.21735,367.35815,171.00644,152.99586,96.96964,78.95852
PA(18:3_24:1),779.55976,519.34569,431.22049,501.33513,413.20993,224.06881,277.21735,365.34255,171.00644,152.99586,96.96964,78.95852
PA(18:3_25:0),795.59106,535.37699,431.22049,517.36643,413.20993,224.06881,277.21735,381.37385,171.00644,152.99586,96.96964,78.95852
PA(18:3_26:0),809.60666,549.39259,431.22049,531.38203,413.20993,224.06881,277.21735,395.38945,171.00644,152.99586,96.96964,78.95852
PA(18:4_18:4),687.40316,429.20479,429.20479,411.19423,411.19423,224.06881,275.20165,275.20165,171.00644,152.99586,96.96964,78.95852
PA(18:4_19:0),709.48146,451.28309,429.20479,433.27253,411.19423,224.06881,275.20165,297.27995,171.00644,152.99586,96.96964,78.95852
PA(18:4_20:0),723.49706,465.29869,429.20479,447.28813,411.19423,224.06881,275.20165,311.29555,171.00644,152.99586,96.96964,78.95852
PA(18:4_20:1),721.48146,463.28309,429.20479,445.27253,411.19423,224.06881,275.20165,309.27995,171.00644,152.99586,96.96964,78.95852
PA(18:4_20:2),719.46576,461.26739,429.20479,443.25683,411.19423,224.06881,275.20165,307.26425,171.00644,152.99586,96.96964,78.95852
PA(18:4_20:3),717.45016,459.25179,429.20479,441.24123,411.19423,224.06881,275.20165,305.24865,171.00644,152.99586,96.96964,78.95852
PA(18:4_20:4),715.43446,457.23609,429.20479,439.22553,411.19423,224.06881,275.20165,303.23295,171.00644,152.99586,96.96964,78.95852
PA(18:4_20:5),713.41886,455.22049,429.20479,437.20993,411.19423,224.06881,275.20165,301.21735,171.00644,152.99586,96.96964,78.95852
PA(18:4_21:0),737.51276,479.31439,429.20479,461.30383,411.19423,224.06881,275.20165,325.31125,171.00644,152.99586,96.96964,78.95852
PA(18:4_22:0),751.52836,493.32999,429.20479,475.31943,411.19423,224.06881,275.20165,339.32685,171.00644,152.99586,96.96964,78.95852
PA(18:4_22:1),749.51276,491.31439,429.20479,473.30383,411.19423,224.06881,275.20165,337.31125,171.00644,152.99586,96.96964,78.95852
PA(18:4_22:2),747.49706,489.29869,429.20479,471.28813,411.19423,224.06881,275.20165,335.29555,171.00644,152.99586,96.96964,78.95852
PA(18:4_22:3),745.48146,487.28309,429.20479,469.27253,411.19423,224.06881,275.20165,333.27995,171.00644,152.99586,96.96964,78.95852
PA(18:4_22:4),743.46576,485.26739,429.20479,467.25683,411.19423,224.06881,275.20165,331.26425,171.00644,152.99586,96.96964,78.95852
PA(18:4_22:5),741.45016,483.25179,429.20479,465.24123,411.19423,224.06881,275.20165,329.24865,171.00644,152.99586,96.96964,78.95852
PA(18:4_22:6),739.43446,481.23609,429.20479,463.22553,411.19423,224.06881,275.20165,327.23295,171.00644,152.99586,96.96964,78.95852
PA(18:4_23:0),765.54406,507.34569,429.20479,489.33513,411.19423,224.06881,275.20165,353.34255,171.00644,152.99586,96.96964,78.95852
PA(18:4_24:0),779.55966,521.36129,429.20479,503.35073,411.19423,224.06881,275.20165,367.35815,171.00644,152.99586,96.96964,78.95852
PA(18:4_24:1),777.54406,519.34569,429.20479,501.33513,411.19423,224.06881,275.20165,365.34255,171.00644,152.99586,96.96964,78.95852
PA(18:4_25:0),793.57536,535.37699,429.20479,517.36643,411.19423,224.06881,275.20165,381.37385,171.00644,152.99586,96.96964,78.95852
PA(18:4_26:0),807.59096,549.39259,429.20479,531.38203,411.19423,224.06881,275.20165,395.38945,171.00644,152.99586,96.96964,78.95852
PA(19:0_19:0),731.55976,451.28309,451.28309,433.27253,433.27253,224.06881,297.27995,297.27995,171.00644,152.99586,96.96964,78.95852
PA(19:0_20:0),745.57536,465.29869,451.28309,447.28813,433.27253,224.06881,297.27995,311.29555,171.00644,152.99586,96.96964,78.95852
PA(19:0_20:1),743.55976,463.28309,451.28309,445.27253,433.27253,224.06881,297.27995,309.27995,171.00644,152.99586,96.96964,78.95852
PA(19:0_20:2),741.54406,461.26739,451.28309,443.25683,433.27253,224.06881,297.27995,307.26425,171.00644,152.99586,96.96964,78.95852
PA(19:0_20:3),739.52846,459.25179,451.28309,441.24123,433.27253,224.06881,297.27995,305.24865,171.00644,152.99586,96.96964,78.95852
PA(19:0_20:4),737.51276,457.23609,451.28309,439.22553,433.27253,224.06881,297.27995,303.23295,171.00644,152.99586,96.96964,78.95852
PA(19:0_20:5),735.49716,455.22049,451.28309,437.20993,433.27253,224.06881,297.27995,301.21735,171.00644,152.99586,96.96964,78.95852
PA(19:0_21:0),759.59106,479.31439,451.28309,461.30383,433.27253,224.06881,297.27995,325.31125,171.00644,152.99586,96.96964,78.95852
PA(19:0_22:0),773.60666,493.32999,451.28309,475.31943,433.27253,224.06881,297.27995,339.32685,171.00644,152.99586,96.96964,78.95852
PA(19:0_22:1),771.59106,491.31439,451.28309,473.30383,433.27253,224.06881,297.27995,337.31125,171.00644,152.99586,96.96964,78.95852
PA(19:0_22:2),769.57536,489.29869,451.28309,471.28813,433.27253,224.06881,297.27995,335.29555,171.00644,152.99586,96.96964,78.95852
PA(19:0_22:3),767.55976,487.28309,451.28309,469.27253,433.27253,224.06881,297.27995,333.27995,171.00644,152.99586,96.96964,78.95852
PA(19:0_22:4),765.54406,485.26739,451.28309,467.25683,433.27253,224.06881,297.27995,331.26425,171.00644,152.99586,96.96964,78.95852
PA(19:0_22:5),763.52846,483.25179,451.28309,465.24123,433.27253,224.06881,297.27995,329.24865,171.00644,152.99586,96.96964,78.95852
PA(19:0_22:6),761.51276,481.23609,451.28309,463.22553,433.27253,224.06881,297.27995,327.23295,171.00644,152.99586,96.96964,78.95852
PA(19:0_23:0),787.62236,507.34569,451.28309,489.33513,433.27253,224.06881,297.27995,353.34255,171.00644,152.99586,96.96964,78.95852
PA(19:0_24:0),801.63796,521.36129,451.28309,503.35073,433.27253,224.06881,297.27995,367.35815,171.00644,152.99586,96.96964,78.95852
PA(19:0_24:1),799.62236,519.34569,451.28309,501.33513,433.27253,224.06881,297.27995,365.34255,171.00644,152.99586,96.96964,78.95852
PA(19:0_25:0),815.65366,535.37699,451.28309,517.36643,433.27253,224.06881,297.27995,381.37385,171.00644,152.99586,96.96964,78.95852
PA(19:0_26:0),829.66926,549.39259,451.28309,531.38203,433.27253,224.06881,297.27995,395.38945,171.00644,152.99586,96.96964,78.95852
PA(20:0_20:0),759.59096,465.29869,465.29869,447.28813,447.28813,224.06881,311.29555,311.29555,171.00644,152.99586,96.96964,78.95852
PA(20:0_20:1),757.57536,463.28309,465.29869,445.27253,447.28813,224.06881,311.29555,309.27995,171.00644,152.99586,96.96964,78.95852
PA(20:0_20:2),755.55966,461.26739,465.29869,443.25683,447.28813,224.06881,311.29555,307.26425,171.00644,152.99586,96.96964,78.95852
PA(20:0_20:3),753.54406,459.25179,465.29869,441.24123,447.28813,224.06881,311.29555,305.24865,171.00644,152.99586,96.96964,78.95852
