"DG","[M+NH4]+","[M+H-H2O]+","[M+H-acyl-sn1-2H2O]+","[M+H-acyl-sn2-2H2O]+","[acyl-sn1CO]+","[acyl-sn2CO]+","[acyl-sn1CO-H2O]+","[acyl-sn2CO-H2O]+","[acyl-sn1CO-H2O+74]+","[acyl-sn2CO-H2O+74]+"
"DG(40:4) DG(20:0_20:4)",690.6031,655.566,361.2737,369.3363,295.2995,287.2369,277.289,269.2264,351.3258,343.2632
"DG(40:5) DG(20:0_20:5)",688.5875,653.5504,359.2581,369.3363,295.2995,285.2213,277.289,267.2108,351.3258,341.2476
"DG(41:0) DG(20:0_21:0)",712.6814,677.6443,383.352,369.3363,295.2995,309.3152,277.289,291.3047,351.3258,365.3415
"DG(42:0) DG(20:0_22:0)",726.697,691.6599,397.3676,369.3363,295.2995,323.3308,277.289,305.3203,351.3258,379.3571
"DG(42:1) DG(20:0_22:1)",724.6814,689.6443,395.352,369.3363,295.2995,321.3152,277.289,303.3047,351.3258,377.3415
"DG(42:2) DG(20:0_22:2)",722.6657,687.6286,393.3363,369.3363,295.2995,319.2995,277.289,301.289,351.3258,375.3258
"DG(42:3) DG(20:0_22:3)",720.6501,685.613,391.3207,369.3363,295.2995,317.2839,277.289,299.2734,351.3258,373.3102
"DG(42:4) DG(20:0_22:4)",718.6344,683.5973,389.305,369.3363,295.2995,315.2682,277.289,297.2577,351.3258,371.2945
"DG(42:5) DG(20:0_22:5)",716.6188,681.5817,387.2894,369.3363,295.2995,313.2526,277.289,295.2421,351.3258,369.2789
"DG(42:6) DG(20:0_22:6)",714.6031,679.566,385.2737,369.3363,295.2995,311.2369,277.289,293.2264,351.3258,367.2632
"DG(43:0) DG(20:0_23:0)",740.7127,705.6756,411.3833,369.3363,295.2995,337.3465,277.289,319.336,351.3258,393.3728
"DG(44:0) DG(20:0_24:0)",754.7283,719.6912,425.3989,369.3363,295.2995,351.3621,277.289,333.3516,351.3258,407.3884
"DG(44:1) DG(20:0_24:1)",752.7127,717.6756,423.3833,369.3363,295.2995,349.3465,277.289,331.336,351.3258,405.3728
"DG(45:0) DG(20:0_25:0)",768.744,733.7069,439.4146,369.3363,295.2995,365.3778,277.289,347.3673,351.3258,421.4041
"DG(46:0) DG(20:0_26:0)",782.7596,747.7225,453.4302,369.3363,295.2995,379.3934,277.289,361.3829,351.3258,435.4197
"DG(40:2) DG(20:1_20:1)",694.6345,659.5974,367.3207,367.3207,293.2839,293.2839,275.2734,275.2734,349.3102,349.3102
"DG(40:3) DG(20:1_20:2)",692.6188,657.5817,365.305,367.3207,293.2839,291.2682,275.2734,273.2577,349.3102,347.2945
"DG(40:4) DG(20:1_20:3)",690.6032,655.5661,363.2894,367.3207,293.2839,289.2526,275.2734,271.2421,349.3102,345.2789
"DG(40:5) DG(20:1_20:4)",688.5875,653.5504,361.2737,367.3207,293.2839,287.2369,275.2734,269.2264,349.3102,343.2632
"DG(40:6) DG(20:1_20:5)",686.5719,651.5348,359.2581,367.3207,293.2839,285.2213,275.2734,267.2108,349.3102,341.2476
"DG(41:1) DG(20:1_21:0)",710.6658,675.6287,383.352,367.3207,293.2839,309.3152,275.2734,291.3047,349.3102,365.3415
"DG(42:1) DG(20:1_22:0)",724.6814,689.6443,397.3676,367.3207,293.2839,323.3308,275.2734,305.3203,349.3102,379.3571
"DG(42:2) DG(20:1_22:1)",722.6658,687.6287,395.352,367.3207,293.2839,321.3152,275.2734,303.3047,349.3102,377.3415
"DG(42:3) DG(20:1_22:2)",720.6501,685.613,393.3363,367.3207,293.2839,319.2995,275.2734,301.289,349.3102,375.3258
"DG(42:4) DG(20:1_22:3)",718.6345,683.5974,391.3207,367.3207,293.2839,317.2839,275.2734,299.2734,349.3102,373.3102
"DG(42:5) DG(20:1_22:4)",716.6188,681.5817,389.305,367.3207,293.2839,315.2682,275.2734,297.2577,349.3102,371.2945
"DG(42:6) DG(20:1_22:5)",714.6032,679.5661,387.2894,367.3207,293.2839,313.2526,275.2734,295.2421,349.3102,369.2789
"DG(42:7) DG(20:1_22:6)",712.5875,677.5504,385.2737,367.3207,293.2839,311.2369,275.2734,293.2264,349.3102,367.2632
"DG(43:1) DG(20:1_23:0)",738.6971,703.66,411.3833,367.3207,293.2839,337.3465,275.2734,319.336,349.3102,393.3728
"DG(44:1) DG(20:1_24:0)",752.7127,717.6756,425.3989,367.3207,293.2839,351.3621,275.2734,333.3516,349.3102,407.3884
"DG(44:2) DG(20:1_24:1)",750.6971,715.66,423.3833,367.3207,293.2839,349.3465,275.2734,331.336,349.3102,405.3728
"DG(45:1) DG(20:1_25:0)",766.7284,731.6913,439.4146,367.3207,293.2839,365.3778,275.2734,347.3673,349.3102,421.4041
"DG(46:1) DG(20:1_26:0)",780.744,745.7069,453.4302,367.3207,293.2839,379.3934,275.2734,361.3829,349.3102,435.4197
"DG(40:4) DG(20:2_20:2)",690.6031,655.566,365.305,365.305,291.2682,291.2682,273.2577,273.2577,347.2945,347.2945
"DG(40:5) DG(20:2_20:3)",688.5875,653.5504,363.2894,365.305,291.2682,289.2526,273.2577,271.2421,347.2945,345.2789
"DG(40:6) DG(20:2_20:4)",686.5718,651.5347,361.2737,365.305,291.2682,287.2369,273.2577,269.2264,347.2945,343.2632
"DG(40:7) DG(20:2_20:5)",684.5562,649.5191,359.2581,365.305,291.2682,285.2213,273.2577,267.2108,347.2945,341.2476
"DG(41:2) DG(20:2_21:0)",708.6501,673.613,383.352,365.305,291.2682,309.3152,273.2577,291.3047,347.2945,365.3415
"DG(42:2) DG(20:2_22:0)",722.6657,687.6286,397.3676,365.305,291.2682,323.3308,273.2577,305.3203,347.2945,379.3571
"DG(42:3) DG(20:2_22:1)",720.6501,685.613,395.352,365.305,291.2682,321.3152,273.2577,303.3047,347.2945,377.3415
"DG(42:4) DG(20:2_22:2)",718.6344,683.5973,393.3363,365.305,291.2682,319.2995,273.2577,301.289,347.2945,375.3258
"DG(42:5) DG(20:2_22:3)",716.6188,681.5817,391.3207,365.305,291.2682,317.2839,273.2577,299.2734,347.2945,373.3102
"DG(42:6) DG(20:2_22:4)",714.6031,679.566,389.305,365.305,291.2682,315.2682,273.2577,297.2577,347.2945,371.2945
"DG(42:7) DG(20:2_22:5)",712.5875,677.5504,387.2894,365.305,291.2682,313.2526,273.2577,295.2421,347.2945,369.2789
"DG(42:8) DG(20:2_22:6)",710.5718,675.5347,385.2737,365.305,291.2682,311.2369,273.2577,293.2264,347.2945,367.2632
"DG(43:2) DG(20:2_23:0)",736.6814,701.6443,411.3833,365.305,291.2682,337.3465,273.2577,319.336,347.2945,393.3728
"DG(44:2) DG(20:2_24:0)",750.697,715.6599,425.3989,365.305,291.2682,351.3621,273.2577,333.3516,347.2945,407.3884
"DG(44:3) DG(20:2_24:1)",748.6814,713.6443,423.3833,365.305,291.2682,349.3465,273.2577,331.336,347.2945,405.3728
"DG(45:2) DG(20:2_25:0)",764.7127,729.6756,439.4146,365.305,291.2682,365.3778,273.2577,347.3673,347.2945,421.4041
"DG(46:2) DG(20:2_26:0)",778.7283,743.6912,453.4302,365.305,291.2682,379.3934,273.2577,361.3829,347.2945,435.4197
"DG(40:6) DG(20:3_20:3)",686.5719,651.5348,363.2894,363.2894,289.2526,289.2526,271.2421,271.2421,345.2789,345.2789
"DG(40:7) DG(20:3_20:4)",684.5562,649.5191,361.2737,363.2894,289.2526,287.2369,271.2421,269.2264,345.2789,343.2632
"DG(40:8) DG(20:3_20:5)",682.5406,647.5035,359.2581,363.2894,289.2526,285.2213,271.2421,267.2108,345.2789,341.2476
"DG(41:3) DG(20:3_21:0)",706.6345,671.5974,383.352,363.2894,289.2526,309.3152,271.2421,291.3047,345.2789,365.3415
"DG(42:3) DG(20:3_22:0)",720.6501,685.613,397.3676,363.2894,289.2526,323.3308,271.2421,305.3203,345.2789,379.3571
"DG(42:4) DG(20:3_22:1)",718.6345,683.5974,395.352,363.2894,289.2526,321.3152,271.2421,303.3047,345.2789,377.3415
"DG(42:5) DG(20:3_22:2)",716.6188,681.5817,393.3363,363.2894,289.2526,319.2995,271.2421,301.289,345.2789,375.3258
"DG(42:6) DG(20:3_22:3)",714.6032,679.5661,391.3207,363.2894,289.2526,317.2839,271.2421,299.2734,345.2789,373.3102
"DG(42:7) DG(20:3_22:4)",712.5875,677.5504,389.305,363.2894,289.2526,315.2682,271.2421,297.2577,345.2789,371.2945
"DG(42:8) DG(20:3_22:5)",710.5719,675.5348,387.2894,363.2894,289.2526,313.2526,271.2421,295.2421,345.2789,369.2789
"DG(42:9) DG(20:3_22:6)",708.5562,673.5191,385.2737,363.2894,289.2526,311.2369,271.2421,293.2264,345.2789,367.2632
"DG(43:3) DG(20:3_23:0)",734.6658,699.6287,411.3833,363.2894,289.2526,337.3465,271.2421,319.336,345.2789,393.3728
"DG(44:3) DG(20:3_24:0)",748.6814,713.6443,425.3989,363.2894,289.2526,351.3621,271.2421,333.3516,345.2789,407.3884
"DG(44:4) DG(20:3_24:1)",746.6658,711.6287,423.3833,363.2894,289.2526,349.3465,271.2421,331.336,345.2789,405.3728
"DG(45:3) DG(20:3_25:0)",762.6971,727.66,439.4146,363.2894,289.2526,365.3778,271.2421,347.3673,345.2789,421.4041
"DG(46:3) DG(20:3_26:0)",776.7127,741.6756,453.4302,363.2894,289.2526,379.3934,271.2421,361.3829,345.2789,435.4197
"DG(40:8) DG(20:4_20:4)",682.5405,647.5034,361.2737,361.2737,287.2369,287.2369,269.2264,269.2264,343.2632,343.2632
"DG(40:9) DG(20:4_20:5)",680.5249,645.4878,359.2581,361.2737,287.2369,285.2213,269.2264,267.2108,343.2632,341.2476
"DG(41:4) DG(20:4_21:0)",704.6188,669.5817,383.352,361.2737,287.2369,309.3152,269.2264,291.3047,343.2632,365.3415
"DG(42:4) DG(20:4_22:0)",718.6344,683.5973,397.3676,361.2737,287.2369,323.3308,269.2264,305.3203,343.2632,379.3571
"DG(42:5) DG(20:4_22:1)",716.6188,681.5817,395.352,361.2737,287.2369,321.3152,269.2264,303.3047,343.2632,377.3415
"DG(42:6) DG(20:4_22:2)",714.6031,679.566,393.3363,361.2737,287.2369,319.2995,269.2264,301.289,343.2632,375.3258
"DG(42:7) DG(20:4_22:3)",712.5875,677.5504,391.3207,361.2737,287.2369,317.2839,269.2264,299.2734,343.2632,373.3102
"DG(42:8) DG(20:4_22:4)",710.5718,675.5347,389.305,361.2737,287.2369,315.2682,269.2264,297.2577,343.2632,371.2945
"DG(42:9) DG(20:4_22:5)",708.5562,673.5191,387.2894,361.2737,287.2369,313.2526,269.2264,295.2421,343.2632,369.2789
"DG(42:10) DG(20:4_22:6)",706.5405,671.5034,385.2737,361.2737,287.2369,311.2369,269.2264,293.2264,343.2632,367.2632
"DG(43:4) DG(20:4_23:0)",732.6501,697.613,411.3833,361.2737,287.2369,337.3465,269.2264,319.336,343.2632,393.3728
"DG(44:4) DG(20:4_24:0)",746.6657,711.6286,425.3989,361.2737,287.2369,351.3621,269.2264,333.3516,343.2632,407.3884
"DG(44:5) DG(20:4_24:1)",744.6501,709.613,423.3833,361.2737,287.2369,349.3465,269.2264,331.336,343.2632,405.3728
"DG(45:4) DG(20:4_25:0)",760.6814,725.6443,439.4146,361.2737,287.2369,365.3778,269.2264,347.3673,343.2632,421.4041
"DG(46:4) DG(20:4_26:0)",774.697,739.6599,453.4302,361.2737,287.2369,379.3934,269.2264,361.3829,343.2632,435.4197
"DG(40:10) DG(20:5_20:5)",678.5093,643.4722,359.2581,359.2581,285.2213,285.2213,267.2108,267.2108,341.2476,341.2476
"DG(41:5) DG(20:5_21:0)",702.6032,667.5661,383.352,359.2581,285.2213,309.3152,267.2108,291.3047,341.2476,365.3415
"DG(42:5) DG(20:5_22:0)",716.6188,681.5817,397.3676,359.2581,285.2213,323.3308,267.2108,305.3203,341.2476,379.3571
"DG(42:6) DG(20:5_22:1)",714.6032,679.5661,395.352,359.2581,285.2213,321.3152,267.2108,303.3047,341.2476,377.3415
"DG(42:7) DG(20:5_22:2)",712.5875,677.5504,393.3363,359.2581,285.2213,319.2995,267.2108,301.289,341.2476,375.3258
"DG(42:8) DG(20:5_22:3)",710.5719,675.5348,391.3207,359.2581,285.2213,317.2839,267.2108,299.2734,341.2476,373.3102
"DG(42:9) DG(20:5_22:4)",708.5562,673.5191,389.305,359.2581,285.2213,315.2682,267.2108,297.2577,341.2476,371.2945
"DG(42:10) DG(20:5_22:5)",706.5406,671.5035,387.2894,359.2581,285.2213,313.2526,267.2108,295.2421,341.2476,369.2789
"DG(42:11) DG(20:5_22:6)",704.5249,669.4878,385.2737,359.2581,285.2213,311.2369,267.2108,293.2264,341.2476,367.2632
"DG(43:5) DG(20:5_23:0)",730.6345,695.5974,411.3833,359.2581,285.2213,337.3465,267.2108,319.336,341.2476,393.3728
"DG(44:5) DG(20:5_24:0)",744.6501,709.613,425.3989,359.2581,285.2213,351.3621,267.2108,333.3516,341.2476,407.3884
"DG(44:6) DG(20:5_24:1)",742.6345,707.5974,423.3833,359.2581,285.2213,349.3465,267.2108,331.336,341.2476,405.3728
"DG(45:5) DG(20:5_25:0)",758.6658,723.6287,439.4146,359.2581,285.2213,365.3778,267.2108,347.3673,341.2476,421.4041
"DG(46:5) DG(20:5_26:0)",772.6814,737.6443,453.4302,359.2581,285.2213,379.3934,267.2108,361.3829,341.2476,435.4197
"DG(42:0) DG(21:0_21:0)",726.6971,691.66,383.352,383.352,309.3152,309.3152,291.3047,291.3047,365.3415,365.3415
"DG(43:0) DG(21:0_22:0)",740.7127,705.6756,397.3676,383.352,309.3152,323.3308,291.3047,305.3203,365.3415,379.3571
"DG(43:1) DG(21:0_22:1)",738.6971,703.66,395.352,383.352,309.3152,321.3152,291.3047,303.3047,365.3415,377.3415
"DG(43:2) DG(21:0_22:2)",736.6814,701.6443,393.3363,383.352,309.3152,319.2995,291.3047,301.289,365.3415,375.3258
"DG(43:3) DG(21:0_22:3)",734.6658,699.6287,391.3207,383.352,309.3152,317.2839,291.3047,299.2734,365.3415,373.3102
"DG(43:4) DG(21:0_22:4)",732.6501,697.613,389.305,383.352,309.3152,315.2682,291.3047,297.2577,365.3415,371.2945
"DG(43:5) DG(21:0_22:5)",730.6345,695.5974,387.2894,383.352,309.3152,313.2526,291.3047,295.2421,365.3415,369.2789
"DG(43:6) DG(21:0_22:6)",728.6188,693.5817,385.2737,383.352,309.3152,311.2369,291.3047,293.2264,365.3415,367.2632
"DG(44:0) DG(21:0_23:0)",754.7284,719.6913,411.3833,383.352,309.3152,337.3465,291.3047,319.336,365.3415,393.3728
"DG(45:0) DG(21:0_24:0)",768.744,733.7069,425.3989,383.352,309.3152,351.3621,291.3047,333.3516,365.3415,407.3884
"DG(45:1) DG(21:0_24:1)",766.7284,731.6913,423.3833,383.352,309.3152,349.3465,291.3047,331.336,365.3415,405.3728
"DG(46:0) DG(21:0_25:0)",782.7597,747.7226,439.4146,383.352,309.3152,365.3778,291.3047,347.3673,365.3415,421.4041
"DG(47:0) DG(21:0_26:0)",796.7753,761.7382,453.4302,383.352,309.3152,379.3934,291.3047,361.3829,365.3415,435.4197
"DG(44:0) DG(22:0_22:0)",754.7283,719.6912,397.3676,397.3676,323.3308,323.3308,305.3203,305.3203,379.3571,379.3571
"DG(44:1) DG(22:0_22:1)",752.7127,717.6756,395.352,397.3676,323.3308,321.3152,305.3203,303.3047,379.3571,377.3415
"DG(44:2) DG(22:0_22:2)",750.697,715.6599,393.3363,397.3676,323.3308,319.2995,305.3203,301.289,379.3571,375.3258
"DG(44:3) DG(22:0_22:3)",748.6814,713.6443,391.3207,397.3676,323.3308,317.2839,305.3203,299.2734,379.3571,373.3102
"DG(44:4) DG(22:0_22:4)",746.6657,711.6286,389.305,397.3676,323.3308,315.2682,305.3203,297.2577,379.3571,371.2945
"DG(44:5) DG(22:0_22:5)",744.6501,709.613,387.2894,397.3676,323.3308,313.2526,305.3203,295.2421,379.3571,369.2789
"DG(44:6) DG(22:0_22:6)",742.6344,707.5973,385.2737,397.3676,323.3308,311.2369,305.3203,293.2264,379.3571,367.2632
"DG(45:0) DG(22:0_23:0)",768.744,733.7069,411.3833,397.3676,323.3308,337.3465,305.3203,319.336,379.3571,393.3728
"DG(46:0) DG(22:0_24:0)",782.7596,747.7225,425.3989,397.3676,323.3308,351.3621,305.3203,333.3516,379.3571,407.3884
"DG(46:1) DG(22:0_24:1)",780.744,745.7069,423.3833,397.3676,323.3308,349.3465,305.3203,331.336,379.3571,405.3728
"DG(47:0) DG(22:0_25:0)",796.7753,761.7382,439.4146,397.3676,323.3308,365.3778,305.3203,347.3673,379.3571,421.4041
"DG(48:0) DG(22:0_26:0)",810.7909,775.7538,453.4302,397.3676,323.3308,379.3934,305.3203,361.3829,379.3571,435.4197
"DG(44:2) DG(22:1_22:1)",750.6971,715.66,395.352,395.352,321.3152,321.3152,303.3047,303.3047,377.3415,377.3415
"DG(44:3) DG(22:1_22:2)",748.6814,713.6443,393.3363,395.352,321.3152,319.2995,303.3047,301.289,377.3415,375.3258
"DG(44:4) DG(22:1_22:3)",746.6658,711.6287,391.3207,395.352,321.3152,317.2839,303.3047,299.2734,377.3415,373.3102
"DG(44:5) DG(22:1_22:4)",744.6501,709.613,389.305,395.352,321.3152,315.2682,303.3047,297.2577,377.3415,371.2945
"DG(44:6) DG(22:1_22:5)",742.6345,707.5974,387.2894,395.352,321.3152,313.2526,303.3047,295.2421,377.3415,369.2789
"DG(44:7) DG(22:1_22:6)",740.6188,705.5817,385.2737,395.352,321.3152,311.2369,303.3047,293.2264,377.3415,367.2632
"DG(45:1) DG(22:1_23:0)",766.7284,731.6913,411.3833,395.352,321.3152,337.3465,303.3047,319.336,377.3415,393.3728
"DG(46:1) DG(22:1_24:0)",780.744,745.7069,425.3989,395.352,321.3152,351.3621,303.3047,333.3516,377.3415,407.3884
"DG(46:2) DG(22:1_24:1)",778.7284,743.6913,423.3833,395.352,321.3152,349.3465,303.3047,331.336,377.3415,405.3728
"DG(47:1) DG(22:1_25:0)",794.7597,759.7226,439.4146,395.352,321.3152,365.3778,303.3047,347.3673,377.3415,421.4041
"DG(48:1) DG(22:1_26:0)",808.7753,773.7382,453.4302,395.352,321.3152,379.3934,303.3047,361.3829,377.3415,435.4197
"DG(44:4) DG(22:2_22:2)",746.6657,711.6286,393.3363,393.3363,319.2995,319.2995,301.289,301.289,375.3258,375.3258
"DG(44:5) DG(22:2_22:3)",744.6501,709.613,391.3207,393.3363,319.2995,317.2839,301.289,299.2734,375.3258,373.3102
"DG(44:6) DG(22:2_22:4)",742.6344,707.5973,389.305,393.3363,319.2995,315.2682,301.289,297.2577,375.3258,371.2945
"DG(44:7) DG(22:2_22:5)",740.6188,705.5817,387.2894,393.3363,319.2995,313.2526,301.289,295.2421,375.3258,369.2789
"DG(44:8) DG(22:2_22:6)",738.6031,703.566,385.2737,393.3363,319.2995,311.2369,301.289,293.2264,375.3258,367.2632
"DG(45:2) DG(22:2_23:0)",764.7127,729.6756,411.3833,393.3363,319.2995,337.3465,301.289,319.336,375.3258,393.3728
"DG(46:2) DG(22:2_24:0)",778.7283,743.6912,425.3989,393.3363,319.2995,351.3621,301.289,333.3516,375.3258,407.3884
"DG(46:3) DG(22:2_24:1)",776.7127,741.6756,423.3833,393.3363,319.2995,349.3465,301.289,331.336,375.3258,405.3728
"DG(47:2) DG(22:2_25:0)",792.744,757.7069,439.4146,393.3363,319.2995,365.3778,301.289,347.3673,375.3258,421.4041
"DG(48:2) DG(22:2_26:0)",806.7596,771.7225,453.4302,393.3363,319.2995,379.3934,301.289,361.3829,375.3258,435.4197
"DG(44:6) DG(22:3_22:3)",742.6345,707.5974,391.3207,391.3207,317.2839,317.2839,299.2734,299.2734,373.3102,373.3102
"DG(44:7) DG(22:3_22:4)",740.6188,705.5817,389.305,391.3207,317.2839,315.2682,299.2734,297.2577,373.3102,371.2945
"DG(44:8) DG(22:3_22:5)",738.6032,703.5661,387.2894,391.3207,317.2839,313.2526,299.2734,295.2421,373.3102,369.2789
"DG(44:9) DG(22:3_22:6)",736.5875,701.5504,385.2737,391.3207,317.2839,311.2369,299.2734,293.2264,373.3102,367.2632
"DG(45:3) DG(22:3_23:0)",762.6971,727.66,411.3833,391.3207,317.2839,337.3465,299.2734,319.336,373.3102,393.3728
"DG(46:3) DG(22:3_24:0)",776.7127,741.6756,425.3989,391.3207,317.2839,351.3621,299.2734,333.3516,373.3102,407.3884
"DG(46:4) DG(22:3_24:1)",774.6971,739.66,423.3833,391.3207,317.2839,349.3465,299.2734,331.336,373.3102,405.3728
"DG(47:3) DG(22:3_25:0)",790.7284,755.6913,439.4146,391.3207,317.2839,365.3778,299.2734,347.3673,373.3102,421.4041
"DG(48:3) DG(22:3_26:0)",804.744,769.7069,453.4302,391.3207,317.2839,379.3934,299.2734,361.3829,373.3102,435.4197
"DG(44:8) DG(22:4_22:4)",738.6031,703.566,389.305,389.305,315.2682,315.2682,297.2577,297.2577,371.2945,371.2945
"DG(44:9) DG(22:4_22:5)",736.5875,701.5504,387.2894,389.305,315.2682,313.2526,297.2577,295.2421,371.2945,369.2789
"DG(44:10) DG(22:4_22:6)",734.5718,699.5347,385.2737,389.305,315.2682,311.2369,297.2577,293.2264,371.2945,367.2632
"DG(45:4) DG(22:4_23:0)",760.6814,725.6443,411.3833,389.305,315.2682,337.3465,297.2577,319.336,371.2945,393.3728
"DG(46:4) DG(22:4_24:0)",774.697,739.6599,425.3989,389.305,315.2682,351.3621,297.2577,333.3516,371.2945,407.3884
"DG(46:5) DG(22:4_24:1)",772.6814,737.6443,423.3833,389.305,315.2682,349.3465,297.2577,331.336,371.2945,405.3728
"DG(47:4) DG(22:4_25:0)",788.7127,753.6756,439.4146,389.305,315.2682,365.3778,297.2577,347.3673,371.2945,421.4041
"DG(48:4) DG(22:4_26:0)",802.7283,767.6912,453.4302,389.305,315.2682,379.3934,297.2577,361.3829,371.2945,435.4197
"DG(44:10) DG(22:5_22:5)",734.5719,699.5348,387.2894,387.2894,313.2526,313.2526,295.2421,295.2421,369.2789,369.2789
"DG(44:11) DG(22:5_22:6)",732.5562,697.5191,385.2737,387.2894,313.2526,311.2369,295.2421,293.2264,369.2789,367.2632
"DG(45:5) DG(22:5_23:0)",758.6658,723.6287,411.3833,387.2894,313.2526,337.3465,295.2421,319.336,369.2789,393.3728
"DG(46:5) DG(22:5_24:0)",772.6814,737.6443,425.3989,387.2894,313.2526,351.3621,295.2421,333.3516,369.2789,407.3884
"DG(46:6) DG(22:5_24:1)",770.6658,735.6287,423.3833,387.2894,313.2526,349.3465,295.2421,331.336,369.2789,405.3728
"DG(47:5) DG(22:5_25:0)",786.6971,751.66,439.4146,387.2894,313.2526,365.3778,295.2421,347.3673,369.2789,421.4041
"DG(48:5) DG(22:5_26:0)",800.7127,765.6756,453.4302,387.2894,313.2526,379.3934,295.2421,361.3829,369.2789,435.4197
"DG(44:12) DG(22:6_22:6)",730.5405,695.5034,385.2737,385.2737,311.2369,311.2369,293.2264,293.2264,367.2632,367.2632
"DG(45:6) DG(22:6_23:0)",756.6501,721.613,411.3833,385.2737,311.2369,337.3465,293.2264,319.336,367.2632,393.3728
"DG(46:6) DG(22:6_24:0)",770.6657,735.6286,425.3989,385.2737,311.2369,351.3621,293.2264,333.3516,367.2632,407.3884
"DG(46:7) DG(22:6_24:1)",768.6501,733.613,423.3833,385.2737,311.2369,349.3465,293.2264,331.336,367.2632,405.3728
"DG(47:6) DG(22:6_25:0)",784.6814,749.6443,439.4146,385.2737,311.2369,365.3778,293.2264,347.3673,367.2632,421.4041
"DG(48:6) DG(22:6_26:0)",798.697,763.6599,453.4302,385.2737,311.2369,379.3934,293.2264,361.3829,367.2632,435.4197
"DG(46:0) DG(23:0_23:0)",782.7597,747.7226,411.3833,411.3833,337.3465,337.3465,319.336,319.336,393.3728,393.3728
"DG(47:0) DG(23:0_24:0)",796.7753,761.7382,425.3989,411.3833,337.3465,351.3621,319.336,333.3516,393.3728,407.3884
"DG(47:1) DG(23:0_24:1)",794.7597,759.7226,423.3833,411.3833,337.3465,349.3465,319.336,331.336,393.3728,405.3728
"DG(48:0) DG(23:0_25:0)",810.791,775.7539,439.4146,411.3833,337.3465,365.3778,319.336,347.3673,393.3728,421.4041
"DG(49:0) DG(23:0_26:0)",824.8066,789.7695,453.4302,411.3833,337.3465,379.3934,319.336,361.3829,393.3728,435.4197
"DG(48:0) DG(24:0_24:0)",810.7909,775.7538,425.3989,425.3989,351.3621,351.3621,333.3516,333.3516,407.3884,407.3884
"DG(48:1) DG(24:0_24:1)",808.7753,773.7382,423.3833,425.3989,351.3621,349.3465,333.3516,331.336,407.3884,405.3728
"DG(49:0) DG(24:0_25:0)",824.8066,789.7695,439.4146,425.3989,351.3621,365.3778,333.3516,347.3673,407.3884,421.4041
"DG(50:0) DG(24:0_26:0)",838.8222,803.7851,453.4302,425.3989,351.3621,379.3934,333.3516,361.3829,407.3884,435.4197
"DG(48:2) DG(24:1_24:1)",806.7597,771.7226,423.3833,423.3833,349.3465,349.3465,331.336,331.336,405.3728,405.3728
"DG(49:1) DG(24:1_25:0)",822.791,787.7539,439.4146,423.3833,349.3465,365.3778,331.336,347.3673,405.3728,421.4041
"DG(50:1) DG(24:1_26:0)",836.8066,801.7695,453.4302,423.3833,349.3465,379.3934,331.336,361.3829,405.3728,435.4197
"DG(50:0) DG(25:0_25:0)",838.8223,803.7852,439.4146,439.4146,365.3778,365.3778,347.3673,347.3673,421.4041,421.4041
"DG(51:0) DG(25:0_26:0)",852.8379,817.8008,453.4302,439.4146,365.3778,379.3934,347.3673,361.3829,421.4041,435.4197
"DG(52:0) DG(26:0_26:0)",866.8535,831.8164,453.4302,453.4302,379.3934,379.3934,361.3829,361.3829,435.4197,435.4197
"scores",0.0125,0.45,0.45,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125
